date,price 1,price 2,price 3,price 4,price 5,price 6,price 7,price 8,price 9,price 10,price 11,price 12,price 13,price 14,price 15,price 16,price 17,price 18,price 19,price 20,price 21,price 22,price 23,price 24,price 25,price 26,price 27,price 28,price 29,price 30,price 31,price 32,price 33,price 34,price 35,price 36,price 37,price 38,price 39,price 40,price 41,price 42,price 43,price 44,price 45,price 46,price 47,price 48,price 49,price 50,transaction
2017-02-12,0.3194925028835067,0.18339100346020842,0.0369088811995395,0.006920415224914045,0.20069204152249132,0.29873125720876637,0.32525951557093435,0.23183391003460319,0.16608996539792376,0.25259515570934354,0.4648212226066901,0.03921568627451055,0.17070357554786586,0.22952710495963036,0.07612456747404917,0.0,0.6124567474048455,0.2814302191464826,0.2952710495963107,0.4948096885813147,0.8027681660899644,0.6447520184544411,0.7162629757785464,0.7301038062283736,0.6251441753171862,1.0,0.5859284890426766,0.6216839677047297,0.6297577854671275,0.611303344867359,0.43021914648212345,0.3990772779700116,0.6032295271049604,0.2860438292964256,0.20184544405997773,0.27104959630911196,0.24682814302191503,0.16955017301038122,0.43021914648212345,0.34832756632064577,0.3540945790080734,0.37485582468281464,0.31718569780853567,0.3264129181084199,0.2768166089965396,0.3125720876585927,0.23875432525951634,0.14071510957324218,0.1914648212226071,0.117647058823529,0
2017-02-13,0.18339100346020842,0.0369088811995395,0.006920415224914045,0.20069204152249132,0.29873125720876637,0.32525951557093435,0.23183391003460319,0.16608996539792376,0.25259515570934354,0.4648212226066901,0.03921568627451055,0.17070357554786586,0.22952710495963036,0.07612456747404917,0.0,0.6124567474048455,0.2814302191464826,0.2952710495963107,0.4948096885813147,0.8027681660899644,0.6447520184544411,0.7162629757785464,0.7301038062283736,0.6251441753171862,1.0,0.5859284890426766,0.6216839677047297,0.6297577854671275,0.611303344867359,0.43021914648212345,0.3990772779700116,0.6032295271049604,0.2860438292964256,0.20184544405997773,0.27104959630911196,0.24682814302191503,0.16955017301038122,0.43021914648212345,0.34832756632064577,0.3540945790080734,0.37485582468281464,0.31718569780853567,0.3264129181084199,0.2768166089965396,0.3125720876585927,0.23875432525951634,0.14071510957324218,0.1914648212226071,0.117647058823529,0.09688581314878864,0
2017-02-14,0.0369088811995395,0.006920415224914045,0.20069204152249132,0.29873125720876637,0.32525951557093435,0.23183391003460319,0.16608996539792376,0.25259515570934354,0.4648212226066901,0.03921568627451055,0.17070357554786586,0.22952710495963036,0.07612456747404917,0.0,0.6124567474048455,0.2814302191464826,0.2952710495963107,0.4948096885813147,0.8027681660899644,0.6447520184544411,0.7162629757785464,0.7301038062283736,0.6251441753171862,1.0,0.5859284890426766,0.6216839677047297,0.6297577854671275,0.611303344867359,0.43021914648212345,0.3990772779700116,0.6032295271049604,0.2860438292964256,0.20184544405997773,0.27104959630911196,0.24682814302191503,0.16955017301038122,0.43021914648212345,0.34832756632064577,0.3540945790080734,0.37485582468281464,0.31718569780853567,0.3264129181084199,0.2768166089965396,0.3125720876585927,0.23875432525951634,0.14071510957324218,0.1914648212226071,0.117647058823529,0.09688581314878864,0.12802768166089962,0
2017-02-15,0.02931228861330304,0.21871476888387775,0.3145434047350628,0.3404735062006763,0.2491544532130785,0.1848928974069901,0.26944757609921144,0.47688838782412635,0.06087936865839971,0.1894024802705747,0.24689966178128486,0.0969560315670801,0.022547914317925688,0.6211950394588506,0.29763246899661766,0.31116121758737414,0.5062006764374285,0.8072153325817348,0.6527621195039464,0.7226606538895144,0.73618940248027,0.6335963923337093,1.0,0.5952649379932362,0.6302142051860207,0.6381059751972931,0.6200676437429538,0.4430665163472387,0.41262683201803796,0.6121758737316805,0.30214205186020404,0.21984216459977546,0.28748590755355075,0.26381059751973,0.18827508455467878,0.4430665163472387,0.363021420518602,0.3686583990980834,0.38895152198421723,0.3325817361894021,0.3416009019165731,0.29312288613303217,0.32807215332581663,0.25591882750845585,0.16009019165727256,0.20969560315670854,0.137542277339346,0.11724915445321304,0.1476888387824129,0.0,0
2017-02-16,0.31181727904667245,0.39622641509433976,0.41906653426017826,0.33862959285005,0.2820258192651437,0.3565044687189669,0.5392254220456802,0.17279046673286924,0.2859980139026801,0.3366434955312796,0.20456802383316752,0.1390268123138032,0.6663356504468725,0.38133068520357494,0.3932472691161868,0.5650446871896717,0.830188679245282,0.6941410129096326,0.7557100297914596,0.7676266137040706,0.6772591857000991,1.0,0.6434955312810331,0.6742800397219462,0.6812313803376355,0.6653426017874873,0.5094339622641515,0.48262164846077393,0.6583912611717979,0.3853028798411122,0.31281032770605766,0.37239324726911516,0.3515392254220462,0.28500496524329666,0.5094339622641515,0.4389275074478647,0.4438927507447863,0.4617676266137041,0.412115193644488,0.4200595829195626,0.37735849056603676,0.4081429990069507,0.34458788480635594,0.2601787487586895,0.30387288977159876,0.2403177755710022,0.22244289970208442,0.2492552135054611,0.11916583912611678,0.0,0
2017-02-17,0.44676979071883505,0.46769790718835313,0.39399454049135585,0.3421292083712464,0.4103730664240217,0.5777979981801638,0.24203821656050906,0.3457688808007271,0.3921747042766146,0.2711555959963601,0.21110100090991768,0.694267515923567,0.43312101910828016,0.44404003639672496,0.6014558689717919,0.8444040036396716,0.7197452229299364,0.7761601455868963,0.7870791628753402,0.7042766151046411,1.0,0.6733393994540489,0.7015468607825293,0.707916287534121,0.6933575978161963,0.550500454959054,0.5259326660600543,0.6869881710646046,0.43676069153776176,0.3703366696997268,0.42493175614194634,0.4058234758871704,0.34485896269335736,0.550500454959054,0.48589626933575936,0.4904458598726107,0.5068243858052774,0.46132848043676056,0.46860782529572287,0.42948134667879856,0.45768880800727807,0.3994540491355778,0.3221110100090989,0.36214740673339385,0.3039126478616918,0.28753412192902594,0.31210191082802474,0.19290263876251057,0.08371246587807146,0.0,0
2017-02-18,0.6006825938566549,0.545392491467577,0.5064846416382252,0.5576791808873724,0.6832764505119457,0.43139931740614346,0.5092150170648462,0.5440273037542656,0.45324232081911253,0.408191126279863,0.7706484641638229,0.5747440273037543,0.5829351535836182,0.7010238907849824,0.883276450511945,0.789761092150171,0.8320819112627986,0.8402730375426617,0.7781569965870312,1.0000000000000004,0.7549488054607507,0.776109215017065,0.7808873720136513,0.7699658703071672,0.6627986348122872,0.6443686006825939,0.7651877133105809,0.5774744027303753,0.5276450511945394,0.5686006825938565,0.5542662116040957,0.5085324232081914,0.6627986348122872,0.6143344709897609,0.6177474402730376,0.6300341296928331,0.5959044368600677,0.6013651877133106,0.5720136518771324,0.5931740614334466,0.5494880546075085,0.49146757679180864,0.5215017064846417,0.47781569965870263,0.46552901023890714,0.4839590443686004,0.39453924914675786,0.3126279863481227,0.24982935153583652,0.0,1
2017-02-19,0.545392491467577,0.5064846416382252,0.5576791808873724,0.6832764505119457,0.43139931740614346,0.5092150170648462,0.5440273037542656,0.45324232081911253,0.408191126279863,0.7706484641638229,0.5747440273037543,0.5829351535836182,0.7010238907849824,0.883276450511945,0.789761092150171,0.8320819112627986,0.8402730375426617,0.7781569965870312,1.0000000000000004,0.7549488054607507,0.776109215017065,0.7808873720136513,0.7699658703071672,0.6627986348122872,0.6443686006825939,0.7651877133105809,0.5774744027303753,0.5276450511945394,0.5686006825938565,0.5542662116040957,0.5085324232081914,0.6627986348122872,0.6143344709897609,0.6177474402730376,0.6300341296928331,0.5959044368600677,0.6013651877133106,0.5720136518771324,0.5931740614334466,0.5494880546075085,0.49146757679180864,0.5215017064846417,0.47781569965870263,0.46552901023890714,0.4839590443686004,0.39453924914675786,0.3126279863481227,0.24982935153583652,0.0,0.21092150170648472,0
2017-02-20,0.5064846416382252,0.5576791808873724,0.6832764505119457,0.43139931740614346,0.5092150170648462,0.5440273037542656,0.45324232081911253,0.408191126279863,0.7706484641638229,0.5747440273037543,0.5829351535836182,0.7010238907849824,0.883276450511945,0.789761092150171,0.8320819112627986,0.8402730375426617,0.7781569965870312,1.0000000000000004,0.7549488054607507,0.776109215017065,0.7808873720136513,0.7699658703071672,0.6627986348122872,0.6443686006825939,0.7651877133105809,0.5774744027303753,0.5276450511945394,0.5686006825938565,0.5542662116040957,0.5085324232081914,0.6627986348122872,0.6143344709897609,0.6177474402730376,0.6300341296928331,0.5959044368600677,0.6013651877133106,0.5720136518771324,0.5931740614334466,0.5494880546075085,0.49146757679180864,0.5215017064846417,0.47781569965870263,0.46552901023890714,0.4839590443686004,0.39453924914675786,0.3126279863481227,0.24982935153583652,0.0,0.21092150170648472,0.207508532423208,0
2017-02-21,0.5576791808873724,0.6832764505119457,0.43139931740614346,0.5092150170648462,0.5440273037542656,0.45324232081911253,0.408191126279863,0.7706484641638229,0.5747440273037543,0.5829351535836182,0.7010238907849824,0.883276450511945,0.789761092150171,0.8320819112627986,0.8402730375426617,0.7781569965870312,1.0000000000000004,0.7549488054607507,0.776109215017065,0.7808873720136513,0.7699658703071672,0.6627986348122872,0.6443686006825939,0.7651877133105809,0.5774744027303753,0.5276450511945394,0.5686006825938565,0.5542662116040957,0.5085324232081914,0.6627986348122872,0.6143344709897609,0.6177474402730376,0.6300341296928331,0.5959044368600677,0.6013651877133106,0.5720136518771324,0.5931740614334466,0.5494880546075085,0.49146757679180864,0.5215017064846417,0.47781569965870263,0.46552901023890714,0.4839590443686004,0.39453924914675786,0.3126279863481227,0.24982935153583652,0.0,0.21092150170648472,0.207508532423208,0.17952218430034161,1
2017-02-22,0.6832764505119457,0.43139931740614346,0.5092150170648462,0.5440273037542656,0.45324232081911253,0.408191126279863,0.7706484641638229,0.5747440273037543,0.5829351535836182,0.7010238907849824,0.883276450511945,0.789761092150171,0.8320819112627986,0.8402730375426617,0.7781569965870312,1.0000000000000004,0.7549488054607507,0.776109215017065,0.7808873720136513,0.7699658703071672,0.6627986348122872,0.6443686006825939,0.7651877133105809,0.5774744027303753,0.5276450511945394,0.5686006825938565,0.5542662116040957,0.5085324232081914,0.6627986348122872,0.6143344709897609,0.6177474402730376,0.6300341296928331,0.5959044368600677,0.6013651877133106,0.5720136518771324,0.5931740614334466,0.5494880546075085,0.49146757679180864,0.5215017064846417,0.47781569965870263,0.46552901023890714,0.4839590443686004,0.39453924914675786,0.3126279863481227,0.24982935153583652,0.0,0.21092150170648472,0.207508532423208,0.17952218430034161,0.19863481228668922,0
2017-02-23,0.43139931740614346,0.5092150170648462,0.5440273037542656,0.45324232081911253,0.408191126279863,0.7706484641638229,0.5747440273037543,0.5829351535836182,0.7010238907849824,0.883276450511945,0.789761092150171,0.8320819112627986,0.8402730375426617,0.7781569965870312,1.0000000000000004,0.7549488054607507,0.776109215017065,0.7808873720136513,0.7699658703071672,0.6627986348122872,0.6443686006825939,0.7651877133105809,0.5774744027303753,0.5276450511945394,0.5686006825938565,0.5542662116040957,0.5085324232081914,0.6627986348122872,0.6143344709897609,0.6177474402730376,0.6300341296928331,0.5959044368600677,0.6013651877133106,0.5720136518771324,0.5931740614334466,0.5494880546075085,0.49146757679180864,0.5215017064846417,0.47781569965870263,0.46552901023890714,0.4839590443686004,0.39453924914675786,0.3126279863481227,0.24982935153583652,0.0,0.21092150170648472,0.207508532423208,0.17952218430034161,0.19863481228668922,0.2225255972696245,0
2017-02-24,0.5092150170648462,0.5440273037542656,0.45324232081911253,0.408191126279863,0.7706484641638229,0.5747440273037543,0.5829351535836182,0.7010238907849824,0.883276450511945,0.789761092150171,0.8320819112627986,0.8402730375426617,0.7781569965870312,1.0000000000000004,0.7549488054607507,0.776109215017065,0.7808873720136513,0.7699658703071672,0.6627986348122872,0.6443686006825939,0.7651877133105809,0.5774744027303753,0.5276450511945394,0.5686006825938565,0.5542662116040957,0.5085324232081914,0.6627986348122872,0.6143344709897609,0.6177474402730376,0.6300341296928331,0.5959044368600677,0.6013651877133106,0.5720136518771324,0.5931740614334466,0.5494880546075085,0.49146757679180864,0.5215017064846417,0.47781569965870263,0.46552901023890714,0.4839590443686004,0.39453924914675786,0.3126279863481227,0.24982935153583652,0.0,0.21092150170648472,0.207508532423208,0.17952218430034161,0.19863481228668922,0.2225255972696245,0.09010238907849777,0
2017-02-25,0.5440273037542656,0.45324232081911253,0.408191126279863,0.7706484641638229,0.5747440273037543,0.5829351535836182,0.7010238907849824,0.883276450511945,0.789761092150171,0.8320819112627986,0.8402730375426617,0.7781569965870312,1.0000000000000004,0.7549488054607507,0.776109215017065,0.7808873720136513,0.7699658703071672,0.6627986348122872,0.6443686006825939,0.7651877133105809,0.5774744027303753,0.5276450511945394,0.5686006825938565,0.5542662116040957,0.5085324232081914,0.6627986348122872,0.6143344709897609,0.6177474402730376,0.6300341296928331,0.5959044368600677,0.6013651877133106,0.5720136518771324,0.5931740614334466,0.5494880546075085,0.49146757679180864,0.5215017064846417,0.47781569965870263,0.46552901023890714,0.4839590443686004,0.39453924914675786,0.3126279863481227,0.24982935153583652,0.0,0.21092150170648472,0.207508532423208,0.17952218430034161,0.19863481228668922,0.2225255972696245,0.09010238907849777,0.06552901023890767,0
2017-02-26,0.45324232081911253,0.408191126279863,0.7706484641638229,0.5747440273037543,0.5829351535836182,0.7010238907849824,0.883276450511945,0.789761092150171,0.8320819112627986,0.8402730375426617,0.7781569965870312,1.0000000000000004,0.7549488054607507,0.776109215017065,0.7808873720136513,0.7699658703071672,0.6627986348122872,0.6443686006825939,0.7651877133105809,0.5774744027303753,0.5276450511945394,0.5686006825938565,0.5542662116040957,0.5085324232081914,0.6627986348122872,0.6143344709897609,0.6177474402730376,0.6300341296928331,0.5959044368600677,0.6013651877133106,0.5720136518771324,0.5931740614334466,0.5494880546075085,0.49146757679180864,0.5215017064846417,0.47781569965870263,0.46552901023890714,0.4839590443686004,0.39453924914675786,0.3126279863481227,0.24982935153583652,0.0,0.21092150170648472,0.207508532423208,0.17952218430034161,0.19863481228668922,0.2225255972696245,0.09010238907849777,0.06552901023890767,0.06962457337883965,0
2017-02-27,0.408191126279863,0.7706484641638229,0.5747440273037543,0.5829351535836182,0.7010238907849824,0.883276450511945,0.789761092150171,0.8320819112627986,0.8402730375426617,0.7781569965870312,1.0000000000000004,0.7549488054607507,0.776109215017065,0.7808873720136513,0.7699658703071672,0.6627986348122872,0.6443686006825939,0.7651877133105809,0.5774744027303753,0.5276450511945394,0.5686006825938565,0.5542662116040957,0.5085324232081914,0.6627986348122872,0.6143344709897609,0.6177474402730376,0.6300341296928331,0.5959044368600677,0.6013651877133106,0.5720136518771324,0.5931740614334466,0.5494880546075085,0.49146757679180864,0.5215017064846417,0.47781569965870263,0.46552901023890714,0.4839590443686004,0.39453924914675786,0.3126279863481227,0.24982935153583652,0.0,0.21092150170648472,0.207508532423208,0.17952218430034161,0.19863481228668922,0.2225255972696245,0.09010238907849777,0.06552901023890767,0.06962457337883965,0.02730375426621201,0
2017-02-28,0.7757009345794392,0.58411214953271,0.5921228304405881,0.7076101468624829,0.8858477970627492,0.7943925233644862,0.8357810413885174,0.8437917222963947,0.7830440587449932,1.0,0.760347129506008,0.7810413885180241,0.7857142857142847,0.7750333778371159,0.6702269692923899,0.6522029372496654,0.7703604806408544,0.5867823765020024,0.5380507343124163,0.5781041388518018,0.5640854472630172,0.5193591455273694,0.6702269692923899,0.6228304405874496,0.6261682242990654,0.6381842456608808,0.604806408544726,0.6101468624833108,0.5814419225634175,0.6021361815754336,0.5594125500667557,0.5026702269692924,0.5320427236315082,0.4893190921228294,0.47730307076101397,0.4953271028037376,0.4078771695594119,0.327770360480641,0.26635514018691575,0.02202937249666226,0.2283044058744994,0.22496662216288366,0.197596795727637,0.21628838451268306,0.23965287049399198,0.1101468624833104,0.0861148197596795,0.09012016021361768,0.04873164218958603,0.0,1
2017-03-01,0.6168511685116851,0.6242312423124234,0.7306273062730626,0.8948339483394832,0.8105781057810577,0.8487084870848709,0.8560885608856084,0.8001230012300122,1.0000000000000004,0.7792127921279213,0.7982779827798274,0.8025830258302578,0.7927429274292739,0.696186961869619,0.6795817958179575,0.7884378843788444,0.6193111931119315,0.574415744157442,0.6113161131611315,0.5984009840098405,0.5571955719557198,0.696186961869619,0.6525215252152523,0.6555965559655594,0.666666666666667,0.6359163591635917,0.6408364083640836,0.6143911439114387,0.6334563345633453,0.5940959409594098,0.5418204182041824,0.568880688806888,0.5295202952029516,0.518450184501845,0.5350553505535056,0.4544895448954489,0.38068880688806894,0.3241082410824112,0.09901599015990215,0.2890528905289056,0.2859778597785976,0.2607626076260767,0.2779827798277985,0.2995079950799511,0.18019680196801957,0.15805658056580585,0.16174661746617458,0.12361623616236184,0.07872078720787234,0.0,1
